league_name,cup_div,rank,team_name,p,w,d,l,gf,ga,gd,points,game_date
League Two,,12,Harrogate Town,2,1,0,1,1,1,0,3,2023-08-12
League Two,,13,Forest Green Rovers,2,1,0,1,1,2,-1,3,2023-08-12
League Two,,14,Morecambe,2,1,0,1,2,4,-2,3,2023-08-12
League Two,,15,Notts County,2,1,0,1,4,7,-3,3,2023-08-12
League Two,,16,Crewe Alexandra,2,0,2,0,4,4,0,2,2023-08-12
League Two,,17,AFC Wimbledon,2,0,2,0,1,1,0,2,2023-08-12
League Two,,18,Swindon Town,1,0,1,0,2,2,0,1,2023-08-12
League Two,,19,Grimsby Town,2,0,1,1,2,3,-1,1,2023-08-12
League Two,,20,Wrexham,2,0,1,1,4,6,-2,1,2023-08-12
League Two,,21,Colchester United,1,0,0,1,1,2,-1,0,2023-08-12
League Two,,22,Stockport County,2,0,0,2,1,3,-2,0,2023-08-12
League Two,,23,Tranmere Rovers,2,0,0,2,1,3,-2,0,2023-08-12
League Two,,24,Doncaster Rovers,2,0,0,2,0,5,-5,0,2023-08-12
League Two,,1,Gillingham,3,3,0,0,3,0,3,9,2023-08-15
League Two,,2,Barrow,3,2,1,0,5,3,2,7,2023-08-15
League Two,,3,Crawley Town,3,2,1,0,4,2,2,7,2023-08-15
League Two,,4,Milton Keynes Dons,3,2,0,1,7,5,2,6,2023-08-15
League Two,,5,Mansfield Town,3,1,2,0,7,4,3,5,2023-08-15
League Two,,6,Crewe Alexandra,3,1,2,0,8,6,2,5,2023-08-15
League Two,,7,AFC Wimbledon,3,1,2,0,3,1,2,5,2023-08-15
League Two,,8,Accrington Stanley,3,1,1,1,4,2,2,4,2023-08-15
League Two,,9,Grimsby Town,3,1,1,1,4,3,1,4,2023-08-15
League Two,,10,Swindon Town,2,1,1,0,4,3,1,4,2023-08-15
League Two,,11,Wrexham,3,1,1,1,8,8,0,4,2023-08-15
League Two,,12,Salford City,3,1,1,1,3,3,0,4,2023-08-15
League Two,,13,Bradford City,3,1,1,1,3,3,0,4,2023-08-15
League Two,,14,Morecambe,3,1,1,1,2,4,-2,4,2023-08-15
League Two,,15,Notts County,3,1,1,1,4,7,-3,4,2023-08-15
League Two,,16,Sutton United,3,1,0,2,6,4,2,3,2023-08-15
League Two,,17,Tranmere Rovers,3,1,0,2,4,3,1,3,2023-08-15
League Two,,18,Newport County,3,1,0,2,6,7,-1,3,2023-08-15
League Two,,19,Walsall,3,1,0,2,5,7,-2,3,2023-08-15
League Two,,20,Forest Green Rovers,3,1,0,2,2,4,-2,3,2023-08-15
League Two,,21,Harrogate Town,3,1,0,2,1,4,-3,3,2023-08-15
League Two,,22,Stockport County,3,0,1,2,2,4,-2,1,2023-08-15
League Two,,23,Doncaster Rovers,3,0,1,2,2,7,-5,1,2023-08-15
League Two,,24,Colchester United,2,0,0,2,1,4,-3,0,2023-08-15
League Two,,1,Gillingham,4,4,0,0,4,0,4,12,2023-08-19
League Two,,2,Milton Keynes Dons,4,3,0,1,10,7,3,9,2023-08-19
League Two,,3,AFC Wimbledon,4,2,2,0,6,1,5,8,2023-08-19
League Two,,4,Accrington Stanley,4,2,1,1,6,3,3,7,2023-08-19
League Two,,5,Salford City,4,2,1,1,7,6,1,7,2023-08-19
League Two,,6,Barrow,4,2,1,1,5,4,1,7,2023-08-19
League Two,,7,Morecambe,4,2,1,1,5,4,1,7,2023-08-19
League Two,,8,Crawley Town,4,2,1,1,4,3,1,7,2023-08-19
League Two,,9,Notts County,4,2,1,1,7,8,-1,7,2023-08-19
League Two,,10,Mansfield Town,4,1,3,0,8,5,3,6,2023-08-19
League Two,,11,Crewe Alexandra,4,1,3,0,10,8,2,6,2023-08-19
League Two,,12,Newport County,4,2,0,2,9,7,2,6,2023-08-19
League Two,,13,Swindon Town,3,1,2,0,9,8,1,5,2023-08-19
League Two,,14,Grimsby Town,4,1,2,1,5,4,1,5,2023-08-19
League Two,,15,Wrexham,4,1,2,1,13,13,0,5,2023-08-19
League Two,,16,Stockport County,4,1,1,2,3,4,-1,4,2023-08-19
League Two,,17,Walsall,4,1,1,2,7,9,-2,4,2023-08-19
League Two,,18,Bradford City,4,1,1,2,3,6,-3,4,2023-08-19
League Two,,19,Tranmere Rovers,4,1,0,3,7,7,0,3,2023-08-19
League Two,,20,Sutton United,4,1,0,3,6,7,-1,3,2023-08-19
League Two,,21,Harrogate Town,4,1,0,3,2,6,-4,3,2023-08-19
League Two,,22,Forest Green Rovers,4,1,0,3,2,7,-5,3,2023-08-19
League Two,,23,Doncaster Rovers,4,0,1,3,3,10,-7,1,2023-08-19
League Two,,24,Colchester United,3,0,0,3,3,7,-4,0,2023-08-19
League Two,,1,Milton Keynes Dons,5,4,0,1,12,8,4,12,2023-08-26
League Two,,2,Gillingham,5,4,0,1,4,3,1,12,2023-08-26
League Two,,3,Accrington Stanley,5,3,1,1,8,4,4,10,2023-08-26
League Two,,4,Notts County,5,3,1,1,9,9,0,10,2023-08-26
League Two,,5,AFC Wimbledon,5,2,3,0,7,2,5,9,2023-08-26
League Two,,6,Newport County,5,3,0,2,12,8,4,9,2023-08-26
League Two,,7,Mansfield Town,5,2,3,0,11,7,4,9,2023-08-26
League Two,,8,Swindon Town,4,2,2,0,15,8,7,8,2023-08-26
League Two,,9,Barrow,5,2,2,1,6,5,1,8,2023-08-26
League Two,,10,Salford City,5,2,1,2,8,8,0,7,2023-08-26
League Two,,11,Morecambe,5,2,1,2,5,6,-1,7,2023-08-26
League Two,,12,Bradford City,5,2,1,2,4,6,-2,7,2023-08-26
League Two,,13,Crawley Town,5,2,1,2,4,9,-5,7,2023-08-26
League Two,,14,Crewe Alexandra,5,1,3,1,10,9,1,6,2023-08-26
League Two,,15,Grimsby Town,5,1,3,1,6,5,1,6,2023-08-26
League Two,,16,Wrexham,5,1,3,1,14,14,0,6,2023-08-26
League Two,,17,Harrogate Town,5,2,0,3,4,6,-2,6,2023-08-26
League Two,,18,Walsall,5,1,2,2,8,10,-2,5,2023-08-26
League Two,,19,Stockport County,5,1,1,3,5,7,-2,4,2023-08-26
League Two,,20,Forest Green Rovers,5,1,1,3,3,8,-5,4,2023-08-26
League Two,,21,Tranmere Rovers,5,1,0,4,8,9,-1,3,2023-08-26
League Two,,22,Colchester United,4,1,0,3,6,7,-1,3,2023-08-26
League Two,,23,Sutton United,5,1,0,4,7,10,-3,3,2023-08-26
League Two,,24,Doncaster Rovers,5,0,1,4,4,12,-8,1,2023-08-26
League Two,,1,Notts County,6,4,1,1,12,10,2,13,2023-09-02
League Two,,2,Milton Keynes Dons,6,4,0,2,13,11,2,12,2023-09-02
League Two,,3,Gillingham,6,4,0,2,4,5,-1,12,2023-09-02
League Two,,4,Barrow,6,3,2,1,7,5,2,11,2023-09-02
League Two,,5,AFC Wimbledon,6,2,4,0,9,4,5,10,2023-09-02
League Two,,6,Newport County,6,3,1,2,14,10,4,10,2023-09-02
League Two,,7,Mansfield Town,6,2,4,0,11,7,4,10,2023-09-02
League Two,,8,Accrington Stanley,6,3,1,2,9,7,2,10,2023-09-02
League Two,,9,Morecambe,6,3,1,2,6,6,0,10,2023-09-02
League Two,,10,Swindon Town,5,2,3,0,15,8,7,9,2023-09-02
League Two,,11,Crewe Alexandra,6,2,3,1,13,10,3,9,2023-09-02
League Two,,12,Grimsby Town,6,2,3,1,8,5,3,9,2023-09-02
League Two,,13,Wrexham,6,2,3,1,15,14,1,9,2023-09-02
League Two,,14,Walsall,6,2,2,2,9,10,-1,8,2023-09-02
League Two,,15,Bradford City,6,2,2,2,4,6,-2,8,2023-09-02
League Two,,16,Crawley Town,6,2,2,2,7,12,-5,8,2023-09-02
League Two,,17,Salford City,6,2,1,3,8,9,-1,7,2023-09-02
League Two,,18,Forest Green Rovers,6,2,1,3,4,8,-4,7,2023-09-02
League Two,,19,Harrogate Town,6,2,0,4,4,7,-3,6,2023-09-02
League Two,,20,Stockport County,6,1,2,3,8,10,-2,5,2023-09-02
League Two,,21,Tranmere Rovers,6,1,0,5,8,10,-2,3,2023-09-02
League Two,,22,Colchester United,5,1,0,4,6,8,-2,3,2023-09-02
League Two,,23,Sutton United,6,1,0,5,7,11,-4,3,2023-09-02
League Two,,24,Doncaster Rovers,6,0,2,4,4,12,-8,2,2023-09-02
EFL Trophy,Northern Group D,1,Fleetwood Town,1,1,0,0,2,0,2,3,2023-09-05
EFL Trophy,Northern Group D,2,Leicester City U21,0,0,0,0,0,0,0,0,2023-09-05
EFL Trophy,Northern Group D,3,Wigan Athletic,0,0,0,0,0,0,0,0,2023-09-05
EFL Trophy,Northern Group D,4,Tranmere Rovers,1,0,0,1,0,2,-2,0,2023-09-05
League Two,,1,Gillingham,7,5,0,2,5,5,0,15,2023-09-09
League Two,,2,Notts County,7,4,2,1,13,11,2,14,2023-09-09
League Two,,3,Mansfield Town,7,3,4,0,14,7,7,13,2023-09-09
League Two,,4,Milton Keynes Dons,7,4,1,2,14,12,2,13,2023-09-09
League Two,,5,Swindon Town,6,3,3,0,20,11,9,12,2023-09-09
League Two,,6,Crewe Alexandra,7,3,3,1,17,11,6,12,2023-09-09
League Two,,7,Wrexham,7,3,3,1,17,15,2,12,2023-09-09
League Two,,8,Barrow,6,3,2,1,7,5,2,11,2023-09-09
League Two,,9,Walsall,7,3,2,2,11,11,0,11,2023-09-09
League Two,,10,Crawley Town,7,3,2,2,11,13,-2,11,2023-09-09
League Two,,11,AFC Wimbledon,7,2,4,1,10,6,4,10,2023-09-09
League Two,,12,Grimsby Town,7,2,4,1,9,6,3,10,2023-09-09
League Two,,13,Newport County,7,3,1,3,15,14,1,10,2023-09-09
League Two,,14,Morecambe,6,3,1,2,6,6,0,10,2023-09-09
League Two,,15,Accrington Stanley,7,3,1,3,9,10,-1,10,2023-09-09
League Two,,16,Bradford City,7,2,3,2,5,7,-2,9,2023-09-09
League Two,,17,Stockport County,7,2,2,3,10,11,-1,8,2023-09-09
League Two,,18,Salford City,7,2,1,4,9,11,-2,7,2023-09-09
League Two,,19,Forest Green Rovers,7,2,1,4,5,12,-7,7,2023-09-09
League Two,,20,Colchester United,6,2,0,4,8,8,0,6,2023-09-09
League Two,,21,Harrogate Town,7,2,0,5,4,8,-4,6,2023-09-09
League Two,,22,Tranmere Rovers,7,1,0,6,8,12,-4,3,2023-09-09
League Two,,23,Sutton United,7,1,0,6,10,16,-6,3,2023-09-09
League Two,,24,Doncaster Rovers,7,0,2,5,5,14,-9,2,2023-09-09
League Two,,1,Gillingham,8,6,0,2,7,6,1,18,2023-09-16
League Two,,2,Notts County,8,5,2,1,15,11,4,17,2023-09-16
League Two,,3,Swindon Town,7,4,3,0,22,11,11,15,2023-09-16
League Two,,4,Wrexham,8,4,3,1,20,15,5,15,2023-09-16
League Two,,5,Mansfield Town,8,3,5,0,15,8,7,14,2023-09-16
League Two,,6,Crawley Town,8,4,2,2,14,15,-1,14,2023-09-16
League Two,,7,Crewe Alexandra,8,3,4,1,19,13,6,13,2023-09-16
League Two,,8,Accrington Stanley,8,4,1,3,13,11,2,13,2023-09-16
League Two,,9,Milton Keynes Dons,8,4,1,3,15,14,1,13,2023-09-16
League Two,,10,Barrow,7,3,3,1,8,6,2,12,2023-09-16
League Two,,11,AFC Wimbledon,8,2,5,1,12,8,4,11,2023-09-16
League Two,,12,Newport County,8,3,2,3,16,15,1,11,2023-09-16
League Two,,13,Stockport County,8,3,2,3,12,12,0,11,2023-09-16
League Two,,14,Walsall,8,3,2,3,11,13,-2,11,2023-09-16
League Two,,15,Grimsby Town,8,2,4,2,9,9,0,10,2023-09-16
League Two,,16,Morecambe,7,3,1,3,7,8,-1,10,2023-09-16
League Two,,17,Bradford City,8,2,4,2,6,8,-2,10,2023-09-16
League Two,,18,Colchester United,7,2,1,4,9,9,0,7,2023-09-16
League Two,,19,Salford City,8,2,1,5,9,13,-4,7,2023-09-16
League Two,,20,Harrogate Town,8,2,1,5,5,9,-4,7,2023-09-16
League Two,,21,Forest Green Rovers,8,2,1,5,6,14,-8,7,2023-09-16
League Two,,22,Doncaster Rovers,8,1,2,5,7,15,-8,5,2023-09-16
League Two,,23,Tranmere Rovers,8,1,0,7,10,15,-5,3,2023-09-16
League Two,,24,Sutton United,8,1,0,7,11,20,-9,3,2023-09-16
League Two,,1,Notts County,9,6,2,1,19,14,5,20,2023-09-23
League Two,,2,Gillingham,9,6,0,3,8,8,0,18,2023-09-23
League Two,,3,Mansfield Town,9,4,5,0,16,8,8,17,2023-09-23
League Two,,4,Crawley Town,9,5,2,2,17,17,0,17,2023-09-23
League Two,,5,Swindon Town,8,4,4,0,24,13,11,16,2023-09-23
League Two,,6,Crewe Alexandra,9,4,4,1,21,14,7,16,2023-09-23
League Two,,7,Wrexham,9,4,3,2,20,20,0,15,2023-09-23
League Two,,8,AFC Wimbledon,9,3,5,1,15,9,6,14,2023-09-23
League Two,,9,Stockport County,9,4,2,3,17,12,5,14,2023-09-23
League Two,,10,Milton Keynes Dons,9,4,2,3,16,15,1,14,2023-09-23
League Two,,11,Bradford City,9,3,4,2,10,9,1,13,2023-09-23
League Two,,12,Accrington Stanley,9,4,1,4,13,13,0,13,2023-09-23
League Two,,13,Barrow,8,3,3,2,8,7,1,12,2023-09-23
League Two,,14,Morecambe,8,3,2,3,9,10,-1,11,2023-09-23
League Two,,15,Newport County,9,3,2,4,17,19,-2,11,2023-09-23
League Two,,16,Walsall,9,3,2,4,12,16,-4,11,2023-09-23
League Two,,17,Grimsby Town,9,2,4,3,11,12,-1,10,2023-09-23
League Two,,18,Harrogate Town,9,3,1,5,8,11,-3,10,2023-09-23
League Two,,19,Doncaster Rovers,9,2,2,5,9,16,-7,8,2023-09-23
League Two,,20,Colchester United,8,2,1,5,10,11,-1,7,2023-09-23
League Two,,21,Salford City,9,2,1,6,11,16,-5,7,2023-09-23
League Two,,22,Forest Green Rovers,9,2,1,6,9,18,-9,7,2023-09-23
League Two,,23,Tranmere Rovers,9,2,0,7,12,15,-3,6,2023-09-23
League Two,,24,Sutton United,9,1,1,7,12,21,-9,4,2023-09-23
League Two,,1,Notts County,10,6,2,2,23,19,4,20,2023-09-30
League Two,,2,Crawley Town,10,6,2,2,20,17,3,20,2023-09-30
League Two,,3,Swindon Town,9,5,4,0,26,14,12,19,2023-09-30
League Two,,4,Gillingham,10,6,1,3,9,9,0,19,2023-09-30
League Two,,5,Mansfield Town,10,4,6,0,17,9,8,18,2023-09-30
League Two,,6,AFC Wimbledon,10,4,5,1,19,10,9,17,2023-09-30
League Two,,7,Crewe Alexandra,10,4,5,1,24,17,7,17,2023-09-30
League Two,,8,Stockport County,10,5,2,3,20,13,7,17,2023-09-30
League Two,,9,Wrexham,10,4,4,2,23,23,0,16,2023-09-30
League Two,,10,Barrow,9,4,3,2,11,9,2,15,2023-09-30
League Two,,11,Milton Keynes Dons,10,4,2,4,16,16,0,14,2023-09-30
League Two,,12,Morecambe,9,4,2,3,11,11,0,14,2023-09-30
League Two,,13,Walsall,10,4,2,4,15,17,-2,14,2023-09-30
League Two,,14,Bradford City,10,3,4,3,11,12,-1,13,2023-09-30
League Two,,15,Accrington Stanley,10,4,1,5,14,16,-2,13,2023-09-30
League Two,,16,Harrogate Town,10,4,1,5,9,11,-2,13,2023-09-30
League Two,,17,Newport County,10,3,2,5,18,21,-3,11,2023-09-30
League Two,,18,Colchester United,9,3,1,5,15,15,0,10,2023-09-30
League Two,,19,Grimsby Town,10,2,4,4,12,14,-2,10,2023-09-30
League Two,,20,Salford City,10,3,1,6,13,17,-4,10,2023-09-30
League Two,,21,Doncaster Rovers,10,2,2,6,11,19,-8,8,2023-09-30
League Two,,22,Forest Green Rovers,10,2,1,7,10,20,-10,7,2023-09-30
League Two,,23,Tranmere Rovers,10,2,0,8,13,19,-6,6,2023-09-30
League Two,,24,Sutton United,10,1,1,8,12,24,-12,4,2023-09-30
League Two,,1,Notts County,10,6,2,2,23,19,4,20,2023-10-03
League Two,,2,Crawley Town,10,6,2,2,20,17,3,20,2023-10-03
League Two,,3,Swindon Town,9,5,4,0,26,14,12,19,2023-10-03
League Two,,4,Gillingham,10,6,1,3,9,9,0,19,2023-10-03
League Two,,5,Mansfield Town,10,4,6,0,17,9,8,18,2023-10-03
League Two,,6,AFC Wimbledon,10,4,5,1,19,10,9,17,2023-10-03
League Two,,7,Crewe Alexandra,10,4,5,1,24,17,7,17,2023-10-03
League Two,,8,Stockport County,10,5,2,3,20,13,7,17,2023-10-03
League Two,,9,Wrexham,10,4,4,2,23,23,0,16,2023-10-03
League Two,,10,Barrow,9,4,3,2,11,9,2,15,2023-10-03
League Two,,11,Milton Keynes Dons,10,4,2,4,16,16,0,14,2023-10-03
League Two,,12,Morecambe,9,4,2,3,11,11,0,14,2023-10-03
League Two,,13,Walsall,10,4,2,4,15,17,-2,14,2023-10-03
League Two,,14,Bradford City,10,3,4,3,11,12,-1,13,2023-10-03
League Two,,15,Accrington Stanley,10,4,1,5,14,16,-2,13,2023-10-03
League Two,,16,Harrogate Town,10,4,1,5,9,11,-2,13,2023-10-03
League Two,,17,Newport County,10,3,2,5,18,21,-3,11,2023-10-03
League Two,,18,Colchester United,9,3,1,5,15,15,0,10,2023-10-03
League Two,,19,Grimsby Town,10,2,4,4,12,14,-2,10,2023-10-03
League Two,,20,Salford City,10,3,1,6,13,17,-4,10,2023-10-03
League Two,,21,Doncaster Rovers,10,2,2,6,11,19,-8,8,2023-10-03
League Two,,22,Forest Green Rovers,10,2,1,7,10,20,-10,7,2023-10-03
League Two,,23,Tranmere Rovers,10,2,0,8,13,19,-6,6,2023-10-03
League Two,,24,Sutton United,10,1,1,8,12,24,-12,4,2023-10-03
League Two,,1,Notts County,12,7,3,2,27,21,6,24,2023-10-07
League Two,,2,Stockport County,12,7,2,3,23,13,10,23,2023-10-07
League Two,,3,Gillingham,12,7,1,4,11,12,-1,22,2023-10-07
League Two,,4,AFC Wimbledon,12,5,6,1,20,10,10,21,2023-10-07
League Two,,5,Mansfield Town,12,4,8,0,17,9,8,20,2023-10-07
League Two,,6,Crewe Alexandra,12,5,5,2,28,21,7,20,2023-10-07
League Two,,7,Wrexham,12,5,5,2,24,23,1,20,2023-10-07
League Two,,8,Crawley Town,12,6,2,4,20,20,0,20,2023-10-07
League Two,,9,Swindon Town,11,5,4,2,27,18,9,19,2023-10-07
League Two,,10,Morecambe,11,5,3,3,15,13,2,18,2023-10-07
League Two,,11,Accrington Stanley,12,5,2,5,17,18,-1,17,2023-10-07
League Two,,12,Barrow,11,4,4,3,13,12,1,16,2023-10-07
League Two,,13,Salford City,12,5,1,6,19,19,0,16,2023-10-07
League Two,,14,Bradford City,12,4,4,4,13,14,-1,16,2023-10-07
League Two,,15,Harrogate Town,12,5,1,6,11,13,-2,16,2023-10-07
League Two,,16,Milton Keynes Dons,12,4,3,5,17,18,-1,15,2023-10-07
League Two,,17,Walsall,12,4,3,5,15,21,-6,15,2023-10-07
League Two,,18,Grimsby Town,12,3,5,4,16,17,-1,14,2023-10-07
League Two,,19,Newport County,12,4,2,6,21,24,-3,14,2023-10-07
League Two,,20,Doncaster Rovers,12,3,2,7,13,20,-7,11,2023-10-07
League Two,,21,Colchester United,11,3,1,7,17,20,-3,10,2023-10-07
League Two,,22,Tranmere Rovers,12,3,1,8,17,22,-5,10,2023-10-07
League Two,,23,Sutton United,12,2,1,9,16,26,-10,7,2023-10-07
League Two,,24,Forest Green Rovers,12,2,1,9,11,24,-13,7,2023-10-07
EFL Trophy,Northern Group D,1,Wigan Athletic,2,1,1,0,10,4,6,5,2023-10-10
EFL Trophy,Northern Group D,2,Fleetwood Town,2,1,1,0,5,3,2,4,2023-10-10
EFL Trophy,Northern Group D,3,Leicester City U21,2,1,0,1,2,7,-5,3,2023-10-10
EFL Trophy,Northern Group D,4,Tranmere Rovers,2,0,0,2,0,3,-3,0,2023-10-10
League Two,,1,Stockport County,13,8,2,3,26,14,12,26,2023-10-14
League Two,,2,Notts County,13,7,3,3,28,25,3,24,2023-10-14
League Two,,3,Mansfield Town,13,5,8,0,21,10,11,23,2023-10-14
League Two,,4,Crewe Alexandra,13,6,5,2,30,21,9,23,2023-10-14
League Two,,5,Wrexham,13,6,5,2,27,25,2,23,2023-10-14
League Two,,6,Swindon Town,12,6,4,2,29,18,11,22,2023-10-14
League Two,,7,Gillingham,13,7,1,5,12,16,-4,22,2023-10-14
League Two,,8,AFC Wimbledon,13,5,6,2,20,11,9,21,2023-10-14
League Two,,9,Accrington Stanley,13,6,2,5,19,18,1,20,2023-10-14
League Two,,10,Crawley Town,12,6,2,4,20,20,0,20,2023-10-14
League Two,,11,Bradford City,13,5,4,4,14,14,0,19,2023-10-14
League Two,,12,Morecambe,11,5,3,3,15,13,2,18,2023-10-14
League Two,,13,Walsall,13,5,3,5,19,22,-3,18,2023-10-14
League Two,,14,Barrow,12,4,5,3,15,14,1,17,2023-10-14
League Two,,15,Salford City,13,5,1,7,21,22,-1,16,2023-10-14
League Two,,16,Milton Keynes Dons,13,4,4,5,19,20,-1,16,2023-10-14
League Two,,17,Harrogate Town,13,5,1,7,12,16,-4,16,2023-10-14
League Two,,18,Grimsby Town,13,3,5,5,16,19,-3,14,2023-10-14
League Two,,19,Doncaster Rovers,13,4,2,7,17,21,-4,14,2023-10-14
League Two,,20,Newport County,13,4,2,7,21,26,-5,14,2023-10-14
League Two,,21,Tranmere Rovers,13,3,1,9,17,24,-7,10,2023-10-14
League Two,,22,Colchester United,12,3,1,8,17,25,-8,10,2023-10-14
League Two,,23,Forest Green Rovers,13,3,1,9,16,24,-8,10,2023-10-14
League Two,,24,Sutton United,13,2,1,10,17,30,-13,7,2023-10-14
League Two,,1,Stockport County,13,8,2,3,26,14,12,26,2023-10-20
League Two,,2,Notts County,13,7,3,3,28,25,3,24,2023-10-20
League Two,,3,Mansfield Town,13,5,8,0,21,10,11,23,2023-10-20
League Two,,4,Crewe Alexandra,13,6,5,2,30,21,9,23,2023-10-20
League Two,,5,Wrexham,13,6,5,2,27,25,2,23,2023-10-20
League Two,,6,Swindon Town,12,6,4,2,29,18,11,22,2023-10-20
League Two,,7,Gillingham,13,7,1,5,12,16,-4,22,2023-10-20
League Two,,8,AFC Wimbledon,13,5,6,2,20,11,9,21,2023-10-20
League Two,,9,Accrington Stanley,13,6,2,5,19,18,1,20,2023-10-20
League Two,,10,Crawley Town,12,6,2,4,20,20,0,20,2023-10-20
League Two,,11,Bradford City,13,5,4,4,14,14,0,19,2023-10-20
League Two,,12,Walsall,14,5,4,5,22,25,-3,19,2023-10-20
League Two,,13,Morecambe,11,5,3,3,15,13,2,18,2023-10-20
League Two,,14,Barrow,12,4,5,3,15,14,1,17,2023-10-20
League Two,,15,Doncaster Rovers,14,5,2,7,19,22,-3,17,2023-10-20
League Two,,16,Salford City,13,5,1,7,21,22,-1,16,2023-10-20
League Two,,17,Milton Keynes Dons,13,4,4,5,19,20,-1,16,2023-10-20
League Two,,18,Harrogate Town,13,5,1,7,12,16,-4,16,2023-10-20
League Two,,19,Newport County,14,4,3,7,24,29,-5,15,2023-10-20
League Two,,20,Grimsby Town,13,3,5,5,16,19,-3,14,2023-10-20
League Two,,21,Tranmere Rovers,14,3,1,10,18,26,-8,10,2023-10-20
League Two,,22,Colchester United,12,3,1,8,17,25,-8,10,2023-10-20
League Two,,23,Forest Green Rovers,13,3,1,9,16,24,-8,10,2023-10-20
League Two,,24,Sutton United,13,2,1,10,17,30,-13,7,2023-10-20
League Two,,1,Stockport County,15,10,2,3,31,16,15,32,2023-10-24
League Two,,2,Notts County,15,9,3,3,33,26,7,30,2023-10-24
League Two,,3,Wrexham,15,7,6,2,30,27,3,27,2023-10-24
League Two,,4,Mansfield Town,14,6,8,0,25,11,14,26,2023-10-24
League Two,,5,Crewe Alexandra,15,7,5,3,34,25,9,26,2023-10-24
League Two,,6,Accrington Stanley,15,8,2,5,24,20,4,26,2023-10-24
League Two,,7,Gillingham,15,8,1,6,14,18,-4,25,2023-10-24
League Two,,8,Morecambe,13,7,3,3,19,15,4,24,2023-10-24
League Two,,9,Swindon Town,14,6,5,3,31,21,10,23,2023-10-24
League Two,,10,AFC Wimbledon,15,5,7,3,22,15,7,22,2023-10-24
League Two,,11,Barrow,14,5,6,3,17,14,3,21,2023-10-24
League Two,,12,Crawley Town,14,6,3,5,23,25,-2,21,2023-10-24
League Two,,13,Salford City,15,6,2,7,26,24,2,20,2023-10-24
League Two,,14,Walsall,15,5,5,5,23,26,-3,20,2023-10-24
League Two,,15,Bradford City,15,5,5,5,16,19,-3,20,2023-10-24
League Two,,16,Milton Keynes Dons,15,5,4,6,23,22,1,19,2023-10-24
League Two,,17,Harrogate Town,15,6,1,8,15,21,-6,19,2023-10-24
League Two,,18,Doncaster Rovers,15,5,2,8,19,25,-6,17,2023-10-24
League Two,,19,Newport County,15,4,3,8,24,32,-8,15,2023-10-24
League Two,,20,Grimsby Town,15,3,5,7,20,25,-5,14,2023-10-24
League Two,,21,Colchester United,14,4,1,9,21,29,-8,13,2023-10-24
League Two,,22,Tranmere Rovers,15,3,1,11,18,27,-9,10,2023-10-24
League Two,,23,Forest Green Rovers,14,3,1,10,16,26,-10,10,2023-10-24
League Two,,24,Sutton United,15,2,1,12,20,35,-15,7,2023-10-24
League Two,,1,Stockport County,16,11,2,3,33,16,17,35,2023-10-28
League Two,,2,Notts County,16,9,3,4,33,28,5,30,2023-10-28
League Two,,3,Wrexham,16,8,6,2,32,27,5,30,2023-10-28
League Two,,4,Mansfield Town,15,7,8,0,27,12,15,29,2023-10-28
League Two,,5,Crewe Alexandra,16,8,5,3,35,25,10,29,2023-10-28
League Two,,6,Morecambe,14,8,3,3,23,16,7,27,2023-10-28
League Two,,7,Accrington Stanley,16,8,2,6,24,21,3,26,2023-10-28
League Two,,8,Gillingham,16,8,1,7,14,20,-6,25,2023-10-28
League Two,,9,Swindon Town,15,6,5,4,33,24,9,23,2023-10-28
League Two,,10,AFC Wimbledon,16,5,7,4,23,19,4,22,2023-10-28
League Two,,11,Barrow,15,5,7,3,17,14,3,22,2023-10-28
League Two,,12,Milton Keynes Dons,16,6,4,6,26,24,2,22,2023-10-28
League Two,,13,Salford City,16,6,3,7,26,24,2,21,2023-10-28
League Two,,14,Crawley Town,15,6,3,6,24,27,-3,21,2023-10-28
League Two,,15,Walsall,16,5,5,6,24,28,-4,20,2023-10-28
League Two,,16,Bradford City,16,5,5,6,17,21,-4,20,2023-10-28
League Two,,17,Doncaster Rovers,16,6,2,8,20,25,-5,20,2023-10-28
League Two,,18,Harrogate Town,16,6,1,9,15,22,-7,19,2023-10-28
League Two,,19,Newport County,16,5,3,8,26,32,-6,18,2023-10-28
League Two,,20,Colchester United,15,5,1,9,22,29,-7,16,2023-10-28
League Two,,21,Grimsby Town,16,3,5,8,20,26,-6,14,2023-10-28
League Two,,22,Forest Green Rovers,15,4,1,10,18,27,-9,13,2023-10-28
League Two,,23,Tranmere Rovers,16,3,1,12,18,29,-11,10,2023-10-28
League Two,,24,Sutton United,16,3,1,12,22,36,-14,10,2023-10-28
League Two,,1,Stockport County,17,12,2,3,37,18,19,38,2023-11-11
League Two,,2,Wrexham,17,9,6,2,34,27,7,33,2023-11-11
League Two,,3,Mansfield Town,16,8,8,0,29,13,16,32,2023-11-11
League Two,,4,Crewe Alexandra,17,9,5,3,36,25,11,32,2023-11-11
League Two,,5,Notts County,17,9,3,5,33,29,4,30,2023-11-11
League Two,,6,Barrow,17,7,7,3,20,15,5,28,2023-11-11
League Two,,7,Morecambe,16,8,3,5,25,20,5,27,2023-11-11
League Two,,8,Accrington Stanley,17,8,2,7,25,24,1,26,2023-11-11
League Two,,9,AFC Wimbledon,17,6,7,4,25,19,6,25,2023-11-11
League Two,,10,Gillingham,17,8,1,8,14,22,-8,25,2023-11-11
